review_status,diagnostic_id,source_test_id,field,value,basis,query,answerable,relevant_chunk_ids
needs_human_review,diag_domain_real_explicit_filter_02,real_explicit_filter_02,domain,"""real_estate_projects""",document_type_domain_mapping,"Cho mình hỏi: trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P04 của Vinhomes Global Gate Hạ Long nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:14:ca7b4845488e
needs_human_review,diag_source_real_explicit_filter_02,real_explicit_filter_02,source,"""Vinhomes Market và nguồn công khai""",frozen_condition,"Cho mình hỏi: trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P04 của Vinhomes Global Gate Hạ Long nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:14:ca7b4845488e
needs_human_review,diag_project_name_real_explicit_filter_02,real_explicit_filter_02,project_name,"""Vinhomes Global Gate Hạ Long""",frozen_condition,"Cho mình hỏi: trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P04 của Vinhomes Global Gate Hạ Long nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:14:ca7b4845488e
needs_human_review,diag_project_code_real_explicit_filter_02,real_explicit_filter_02,project_code,"""P04""",canonical_alias_resolution,"Cho mình hỏi: trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P04 của Vinhomes Global Gate Hạ Long nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:14:ca7b4845488e
needs_human_review,diag_year_real_explicit_filter_03,real_explicit_filter_03,year,2026,frozen_condition,"Cần xác minh: Trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P07 của Vinhomes Golden City nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:16:b200591f4f5f
needs_human_review,diag_data_period_real_explicit_filter_03,real_explicit_filter_03,data_period,"""2026""",annual_period_equivalence,"Cần xác minh: Trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P07 của Vinhomes Golden City nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:16:b200591f4f5f
needs_human_review,diag_document_type_real_explicit_filter_03,real_explicit_filter_03,document_type,"""amenity_catalog""",frozen_condition,"Cần xác minh: Trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P07 của Vinhomes Golden City nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:16:b200591f4f5f
needs_human_review,diag_domain_real_explicit_filter_03,real_explicit_filter_03,domain,"""real_estate_projects""",document_type_domain_mapping,"Cần xác minh: Trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P07 của Vinhomes Golden City nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:16:b200591f4f5f
needs_human_review,diag_source_real_explicit_filter_03,real_explicit_filter_03,source,"""Vinhomes Market và nguồn công khai""",frozen_condition,"Cần xác minh: Trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P07 của Vinhomes Golden City nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:16:b200591f4f5f
needs_human_review,diag_project_name_real_explicit_filter_03,real_explicit_filter_03,project_name,"""Vinhomes Golden City""",frozen_condition,"Cần xác minh: Trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P07 của Vinhomes Golden City nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:16:b200591f4f5f
needs_human_review,diag_project_code_real_explicit_filter_03,real_explicit_filter_03,project_code,"""P07""",canonical_alias_resolution,"Cần xác minh: Trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P07 của Vinhomes Golden City nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:16:b200591f4f5f
needs_human_review,diag_year_real_explicit_filter_04,real_explicit_filter_04,year,2026,frozen_condition,"Trong amenity catalog nam 2026, nguon Vinhomes Market va nguon cong khai, muc P09 cua Vinhomes Wonder City neu tien ich gi?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:18:c29e420469e5
needs_human_review,diag_data_period_real_explicit_filter_04,real_explicit_filter_04,data_period,"""2026""",annual_period_equivalence,"Trong amenity catalog nam 2026, nguon Vinhomes Market va nguon cong khai, muc P09 cua Vinhomes Wonder City neu tien ich gi?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:18:c29e420469e5
needs_human_review,diag_document_type_real_explicit_filter_04,real_explicit_filter_04,document_type,"""amenity_catalog""",frozen_condition,"Trong amenity catalog nam 2026, nguon Vinhomes Market va nguon cong khai, muc P09 cua Vinhomes Wonder City neu tien ich gi?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:18:c29e420469e5
needs_human_review,diag_domain_real_explicit_filter_04,real_explicit_filter_04,domain,"""real_estate_projects""",document_type_domain_mapping,"Trong amenity catalog nam 2026, nguon Vinhomes Market va nguon cong khai, muc P09 cua Vinhomes Wonder City neu tien ich gi?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:18:c29e420469e5
needs_human_review,diag_source_real_explicit_filter_04,real_explicit_filter_04,source,"""Vinhomes Market và nguồn công khai""",frozen_condition,"Trong amenity catalog nam 2026, nguon Vinhomes Market va nguon cong khai, muc P09 cua Vinhomes Wonder City neu tien ich gi?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:18:c29e420469e5
needs_human_review,diag_project_name_real_explicit_filter_04,real_explicit_filter_04,project_name,"""Vinhomes Wonder City""",frozen_condition,"Trong amenity catalog nam 2026, nguon Vinhomes Market va nguon cong khai, muc P09 cua Vinhomes Wonder City neu tien ich gi?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:18:c29e420469e5
needs_human_review,diag_project_code_real_explicit_filter_04,real_explicit_filter_04,project_code,"""P09""",canonical_alias_resolution,"Trong amenity catalog nam 2026, nguon Vinhomes Market va nguon cong khai, muc P09 cua Vinhomes Wonder City neu tien ich gi?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:18:c29e420469e5
needs_human_review,diag_year_real_explicit_filter_05,real_explicit_filter_05,year,2026,frozen_condition,"Trong amenity catalog năm 2026, nguồn VH Market và nguồn công khai, mục P11 của VH Global Gate nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:20:10367715795d
needs_human_review,diag_data_period_real_explicit_filter_05,real_explicit_filter_05,data_period,"""2026""",annual_period_equivalence,"Trong amenity catalog năm 2026, nguồn VH Market và nguồn công khai, mục P11 của VH Global Gate nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:20:10367715795d
needs_human_review,diag_document_type_real_explicit_filter_05,real_explicit_filter_05,document_type,"""amenity_catalog""",frozen_condition,"Trong amenity catalog năm 2026, nguồn VH Market và nguồn công khai, mục P11 của VH Global Gate nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:20:10367715795d
needs_human_review,diag_domain_real_explicit_filter_05,real_explicit_filter_05,domain,"""real_estate_projects""",document_type_domain_mapping,"Trong amenity catalog năm 2026, nguồn VH Market và nguồn công khai, mục P11 của VH Global Gate nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:20:10367715795d
needs_human_review,diag_source_real_explicit_filter_05,real_explicit_filter_05,source,"""Vinhomes Market và nguồn công khai""",frozen_condition,"Trong amenity catalog năm 2026, nguồn VH Market và nguồn công khai, mục P11 của VH Global Gate nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:20:10367715795d
needs_human_review,diag_project_name_real_explicit_filter_05,real_explicit_filter_05,project_name,"""Vinhomes Global Gate""",frozen_condition,"Trong amenity catalog năm 2026, nguồn VH Market và nguồn công khai, mục P11 của VH Global Gate nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:20:10367715795d
needs_human_review,diag_project_code_real_explicit_filter_05,real_explicit_filter_05,project_code,"""P11""",canonical_alias_resolution,"Trong amenity catalog năm 2026, nguồn VH Market và nguồn công khai, mục P11 của VH Global Gate nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:20:10367715795d
needs_human_review,diag_year_real_explicit_filter_06,real_explicit_filter_06,year,2026,frozen_condition,"Trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P12 của Vinhomes Star City nêu tien ich gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:22:02d56c3bf08a
needs_human_review,diag_data_period_real_explicit_filter_06,real_explicit_filter_06,data_period,"""2026""",annual_period_equivalence,"Trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P12 của Vinhomes Star City nêu tien ich gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:22:02d56c3bf08a
needs_human_review,diag_document_type_real_explicit_filter_06,real_explicit_filter_06,document_type,"""amenity_catalog""",frozen_condition,"Trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P12 của Vinhomes Star City nêu tien ich gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:22:02d56c3bf08a
needs_human_review,diag_domain_real_explicit_filter_06,real_explicit_filter_06,domain,"""real_estate_projects""",document_type_domain_mapping,"Trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P12 của Vinhomes Star City nêu tien ich gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:22:02d56c3bf08a
needs_human_review,diag_source_real_explicit_filter_06,real_explicit_filter_06,source,"""Vinhomes Market và nguồn công khai""",frozen_condition,"Trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P12 của Vinhomes Star City nêu tien ich gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:22:02d56c3bf08a
needs_human_review,diag_project_name_real_explicit_filter_06,real_explicit_filter_06,project_name,"""Vinhomes Star City""",frozen_condition,"Trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P12 của Vinhomes Star City nêu tien ich gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:22:02d56c3bf08a
needs_human_review,diag_project_code_real_explicit_filter_06,real_explicit_filter_06,project_code,"""P12""",canonical_alias_resolution,"Trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P12 của Vinhomes Star City nêu tien ich gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:22:02d56c3bf08a
needs_human_review,diag_year_real_explicit_filter_07,real_explicit_filter_07,year,2026,frozen_condition,"Trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P13 của Vinhomes Royal Island nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:24:9dfa702397f6
needs_human_review,diag_data_period_real_explicit_filter_07,real_explicit_filter_07,data_period,"""2026""",annual_period_equivalence,"Trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P13 của Vinhomes Royal Island nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:24:9dfa702397f6
needs_human_review,diag_document_type_real_explicit_filter_07,real_explicit_filter_07,document_type,"""amenity_catalog""",frozen_condition,"Trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P13 của Vinhomes Royal Island nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:24:9dfa702397f6
needs_human_review,diag_domain_real_explicit_filter_07,real_explicit_filter_07,domain,"""real_estate_projects""",document_type_domain_mapping,"Trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P13 của Vinhomes Royal Island nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:24:9dfa702397f6
needs_human_review,diag_source_real_explicit_filter_07,real_explicit_filter_07,source,"""Vinhomes Market và nguồn công khai""",frozen_condition,"Trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P13 của Vinhomes Royal Island nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:24:9dfa702397f6
needs_human_review,diag_project_name_real_explicit_filter_07,real_explicit_filter_07,project_name,"""Vinhomes Royal Island""",frozen_condition,"Trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P13 của Vinhomes Royal Island nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:24:9dfa702397f6
needs_human_review,diag_project_code_real_explicit_filter_07,real_explicit_filter_07,project_code,"""P13""",canonical_alias_resolution,"Trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P13 của Vinhomes Royal Island nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:24:9dfa702397f6
needs_human_review,diag_year_real_explicit_filter_08,real_explicit_filter_08,year,2026,frozen_condition,"Cho mình hỏi: trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P14 của Vinhomes Ocean Park 3 nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:26:1158151c481d
needs_human_review,diag_data_period_real_explicit_filter_08,real_explicit_filter_08,data_period,"""2026""",annual_period_equivalence,"Cho mình hỏi: trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P14 của Vinhomes Ocean Park 3 nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:26:1158151c481d
needs_human_review,diag_document_type_real_explicit_filter_08,real_explicit_filter_08,document_type,"""amenity_catalog""",frozen_condition,"Cho mình hỏi: trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P14 của Vinhomes Ocean Park 3 nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:26:1158151c481d
needs_human_review,diag_domain_real_explicit_filter_08,real_explicit_filter_08,domain,"""real_estate_projects""",document_type_domain_mapping,"Cho mình hỏi: trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P14 của Vinhomes Ocean Park 3 nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:26:1158151c481d
needs_human_review,diag_source_real_explicit_filter_08,real_explicit_filter_08,source,"""Vinhomes Market và nguồn công khai""",frozen_condition,"Cho mình hỏi: trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P14 của Vinhomes Ocean Park 3 nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:26:1158151c481d
needs_human_review,diag_project_name_real_explicit_filter_08,real_explicit_filter_08,project_name,"""Vinhomes Ocean Park 3""",frozen_condition,"Cho mình hỏi: trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P14 của Vinhomes Ocean Park 3 nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:26:1158151c481d
needs_human_review,diag_project_code_real_explicit_filter_08,real_explicit_filter_08,project_code,"""P14""",canonical_alias_resolution,"Cho mình hỏi: trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P14 của Vinhomes Ocean Park 3 nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:26:1158151c481d
needs_human_review,diag_year_real_explicit_filter_09,real_explicit_filter_09,year,2026,frozen_condition,"Cần xác minh: Trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P15 của Vinhomes Ocean Park 2 nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:28:4f9988db33ce
needs_human_review,diag_data_period_real_explicit_filter_09,real_explicit_filter_09,data_period,"""2026""",annual_period_equivalence,"Cần xác minh: Trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P15 của Vinhomes Ocean Park 2 nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:28:4f9988db33ce
needs_human_review,diag_document_type_real_explicit_filter_09,real_explicit_filter_09,document_type,"""amenity_catalog""",frozen_condition,"Cần xác minh: Trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P15 của Vinhomes Ocean Park 2 nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:28:4f9988db33ce
needs_human_review,diag_domain_real_explicit_filter_09,real_explicit_filter_09,domain,"""real_estate_projects""",document_type_domain_mapping,"Cần xác minh: Trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P15 của Vinhomes Ocean Park 2 nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:28:4f9988db33ce
needs_human_review,diag_source_real_explicit_filter_09,real_explicit_filter_09,source,"""Vinhomes Market và nguồn công khai""",frozen_condition,"Cần xác minh: Trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P15 của Vinhomes Ocean Park 2 nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:28:4f9988db33ce
needs_human_review,diag_project_name_real_explicit_filter_09,real_explicit_filter_09,project_name,"""Vinhomes Ocean Park 2""",frozen_condition,"Cần xác minh: Trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P15 của Vinhomes Ocean Park 2 nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:28:4f9988db33ce
needs_human_review,diag_project_code_real_explicit_filter_09,real_explicit_filter_09,project_code,"""P15""",canonical_alias_resolution,"Cần xác minh: Trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P15 của Vinhomes Ocean Park 2 nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:28:4f9988db33ce
needs_human_review,diag_year_real_explicit_filter_10,real_explicit_filter_10,year,2026,frozen_condition,"Trong amenity catalog nam 2026, nguon Vinhomes Market va nguon cong khai, muc P16 cua Vinhomes Smart City neu tien ich gi?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:30:e954cfc26432
needs_human_review,diag_data_period_real_explicit_filter_10,real_explicit_filter_10,data_period,"""2026""",annual_period_equivalence,"Trong amenity catalog nam 2026, nguon Vinhomes Market va nguon cong khai, muc P16 cua Vinhomes Smart City neu tien ich gi?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:30:e954cfc26432
needs_human_review,diag_document_type_real_explicit_filter_10,real_explicit_filter_10,document_type,"""amenity_catalog""",frozen_condition,"Trong amenity catalog nam 2026, nguon Vinhomes Market va nguon cong khai, muc P16 cua Vinhomes Smart City neu tien ich gi?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:30:e954cfc26432
needs_human_review,diag_domain_real_explicit_filter_10,real_explicit_filter_10,domain,"""real_estate_projects""",document_type_domain_mapping,"Trong amenity catalog nam 2026, nguon Vinhomes Market va nguon cong khai, muc P16 cua Vinhomes Smart City neu tien ich gi?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:30:e954cfc26432
needs_human_review,diag_source_real_explicit_filter_10,real_explicit_filter_10,source,"""Vinhomes Market và nguồn công khai""",frozen_condition,"Trong amenity catalog nam 2026, nguon Vinhomes Market va nguon cong khai, muc P16 cua Vinhomes Smart City neu tien ich gi?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:30:e954cfc26432
needs_human_review,diag_project_name_real_explicit_filter_10,real_explicit_filter_10,project_name,"""Vinhomes Smart City""",frozen_condition,"Trong amenity catalog nam 2026, nguon Vinhomes Market va nguon cong khai, muc P16 cua Vinhomes Smart City neu tien ich gi?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:30:e954cfc26432
needs_human_review,diag_project_code_real_explicit_filter_10,real_explicit_filter_10,project_code,"""P16""",canonical_alias_resolution,"Trong amenity catalog nam 2026, nguon Vinhomes Market va nguon cong khai, muc P16 cua Vinhomes Smart City neu tien ich gi?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:30:e954cfc26432
needs_human_review,diag_year_real_explicit_filter_11,real_explicit_filter_11,year,2026,frozen_condition,"Trong amenity catalog năm 2026, nguồn VH Market và nguồn công khai, mục P18 của VH Ocean Park nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:32:bad9d6a7bc21
needs_human_review,diag_data_period_real_explicit_filter_11,real_explicit_filter_11,data_period,"""2026""",annual_period_equivalence,"Trong amenity catalog năm 2026, nguồn VH Market và nguồn công khai, mục P18 của VH Ocean Park nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:32:bad9d6a7bc21
needs_human_review,diag_document_type_real_explicit_filter_11,real_explicit_filter_11,document_type,"""amenity_catalog""",frozen_condition,"Trong amenity catalog năm 2026, nguồn VH Market và nguồn công khai, mục P18 của VH Ocean Park nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:32:bad9d6a7bc21
needs_human_review,diag_domain_real_explicit_filter_11,real_explicit_filter_11,domain,"""real_estate_projects""",document_type_domain_mapping,"Trong amenity catalog năm 2026, nguồn VH Market và nguồn công khai, mục P18 của VH Ocean Park nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:32:bad9d6a7bc21
needs_human_review,diag_source_real_explicit_filter_11,real_explicit_filter_11,source,"""Vinhomes Market và nguồn công khai""",frozen_condition,"Trong amenity catalog năm 2026, nguồn VH Market và nguồn công khai, mục P18 của VH Ocean Park nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:32:bad9d6a7bc21
needs_human_review,diag_project_name_real_explicit_filter_11,real_explicit_filter_11,project_name,"""Vinhomes Ocean Park""",frozen_condition,"Trong amenity catalog năm 2026, nguồn VH Market và nguồn công khai, mục P18 của VH Ocean Park nêu tiện ích gì?",True,eval-4edcf5eaa4d4d1c3:v1:structure_recursive:2.0:3e5532914830e3c8:32:bad9d6a7bc21
