mode,test_id,query_id,category,query_type,difficulty,scenario_id,evidence_fact_ids,permission_pair_id,query_style,split,primary_slice,benchmark_slices,required_metadata_fields,target_type,answerable,is_table_structured,expected_response_class,query,expected_document_title,top1_document_title,result_count,empty_result,filter_preflight_pass,filter_preflight_status,skipped_metadata_filter_fields,first_hit_rank,mrr_at_max_k,evidence_group_count,evidence_group_coverage_at_max_k,all_evidence_groups_at_max_k,null_rejection_at_max_k,permission_leak_at_max_k,permission_safe_at_max_k,protected_hit_count_at_max_k,sensitive_term_leak_at_max_k,forbidden_document_citation_at_max_k,permission_allowed_hit_at_max_k,required_document_coverage_at_max_k,all_required_documents_at_max_k,table_structured_hit_at_max_k,page_hit,term_hit_rate_at_max_k,top1_forbidden,top1_mojibake,latency_ms,hit_at_1,term_hit_rate_at_1,evidence_group_coverage_at_1,all_evidence_groups_at_1,null_rejection_at_1,permission_leak_at_1,protected_hit_count_at_1,sensitive_term_leak_at_1,forbidden_document_citation_at_1,permission_safe_at_1,permission_allowed_hit_at_1,required_document_coverage_at_1,all_required_documents_at_1,table_structured_hit_at_1,success_at_1,hit_at_3,term_hit_rate_at_3,evidence_group_coverage_at_3,all_evidence_groups_at_3,null_rejection_at_3,permission_leak_at_3,protected_hit_count_at_3,sensitive_term_leak_at_3,forbidden_document_citation_at_3,permission_safe_at_3,permission_allowed_hit_at_3,required_document_coverage_at_3,all_required_documents_at_3,table_structured_hit_at_3,success_at_3,hit_at_5,term_hit_rate_at_5,evidence_group_coverage_at_5,all_evidence_groups_at_5,null_rejection_at_5,permission_leak_at_5,protected_hit_count_at_5,sensitive_term_leak_at_5,forbidden_document_citation_at_5,permission_safe_at_5,permission_allowed_hit_at_5,required_document_coverage_at_5,all_required_documents_at_5,table_structured_hit_at_5,success_at_5,hit_at_10,term_hit_rate_at_10,evidence_group_coverage_at_10,all_evidence_groups_at_10,null_rejection_at_10,permission_leak_at_10,protected_hit_count_at_10,sensitive_term_leak_at_10,forbidden_document_citation_at_10,permission_safe_at_10,permission_allowed_hit_at_10,required_document_coverage_at_10,all_required_documents_at_10,table_structured_hit_at_10,success_at_10
filter_full,real_explicit_filter_12,real_explicit_filter_12,explicit_filter,explicit_filter,hard,utility_p03,utility_p03,,light_typo,test,explicit_filter,explicit_filter,year | document_type | source | project_name,single,1,0,ANSWER_WITH_CITATIONS,"Trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P03 của Vinhomes Pearl Bay nêu tien ich gì?",Vinhomes_Tien_Ich_Toan_Quoc.docx,Vinhomes_Tien_Ich_Toan_Quoc.docx,2,0,1,passed,,1,1.0,1,1.0,1,0,0,0,0,0,0,0,1.0,1,0,,1.0,0,0,5.287,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1
filter_full,real_explicit_filter_13,real_explicit_filter_13,explicit_filter,explicit_filter,hard,utility_p05,utility_p05,,canonical,test,explicit_filter,explicit_filter,year | document_type | source | project_name,single,1,0,ANSWER_WITH_CITATIONS,"Trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P05 của Vinhomes Hải Vân Bay nêu tiện ích gì?",Vinhomes_Tien_Ich_Toan_Quoc.docx,Vinhomes_Tien_Ich_Toan_Quoc.docx,2,0,1,passed,,1,1.0,1,1.0,1,0,0,0,0,0,0,0,1.0,1,0,,1.0,0,0,5.011,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1
filter_full,real_explicit_filter_14,real_explicit_filter_14,explicit_filter,explicit_filter,hard,utility_p10,utility_p10,,conversational,test,explicit_filter,explicit_filter,year | document_type | source | project_name,single,1,0,ANSWER_WITH_CITATIONS,"Cho mình hỏi: trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P10 của Vincom Shophouse Royal Park nêu tiện ích gì?",Vinhomes_Tien_Ich_Toan_Quoc.docx,Vinhomes_Tien_Ich_Toan_Quoc.docx,2,0,1,passed,,1,1.0,1,1.0,1,0,0,0,0,0,0,0,1.0,1,0,,1.0,0,0,4.953,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1
filter_full,real_explicit_filter_15,real_explicit_filter_15,explicit_filter,explicit_filter,hard,utility_p01,utility_p01,,concise,test,explicit_filter,explicit_filter,year | document_type | source | project_name,single,1,0,ANSWER_WITH_CITATIONS,"Cần xác minh: Trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P01 của Vinhomes Sài Gòn Park nêu tiện ích gì?",Vinhomes_Tien_Ich_Toan_Quoc.docx,Vinhomes_Tien_Ich_Toan_Quoc.docx,2,0,1,passed,,1,1.0,1,1.0,1,0,0,0,0,0,0,0,1.0,1,0,,1.0,0,0,5.142,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1
filter_full,real_explicit_filter_16,real_explicit_filter_16,explicit_filter,explicit_filter,hard,utility_p06,utility_p06,,no_accents,test,explicit_filter,explicit_filter,year | document_type | source | project_name,single,1,0,ANSWER_WITH_CITATIONS,"Trong amenity catalog nam 2026, nguon Vinhomes Market va nguon cong khai, muc P06 cua Vinhomes Green Paradise neu tien ich gi?",Vinhomes_Tien_Ich_Toan_Quoc.docx,Vinhomes_Tien_Ich_Toan_Quoc.docx,2,0,1,passed,,1,1.0,1,1.0,1,0,0,0,0,0,0,0,1.0,1,0,,1.0,0,0,5.259,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1
filter_full,real_explicit_filter_17,real_explicit_filter_17,explicit_filter,explicit_filter,hard,utility_p08,utility_p08,,abbreviated,test,explicit_filter,explicit_filter,year | document_type | source | project_name,single,1,0,ANSWER_WITH_CITATIONS,"Trong amenity catalog năm 2026, nguồn VH Market và nguồn công khai, mục P08 của VH Green City nêu tiện ích gì?",Vinhomes_Tien_Ich_Toan_Quoc.docx,Vinhomes_Tien_Ich_Toan_Quoc.docx,2,0,1,passed,,1,1.0,1,1.0,1,0,0,0,0,0,0,0,1.0,1,0,,1.0,0,0,5.548,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1
filter_full,real_explicit_filter_18,real_explicit_filter_18,explicit_filter,explicit_filter,hard,utility_p17,utility_p17,,light_typo,test,explicit_filter,explicit_filter,year | document_type | source | project_name,single,1,0,ANSWER_WITH_CITATIONS,"Trong amenity catalog năm 2026, nguồn Vinhomes Market và nguồn công khai, mục P17 của Vinhomes Grand Park nêu tien ich gì?",Vinhomes_Tien_Ich_Toan_Quoc.docx,Vinhomes_Tien_Ich_Toan_Quoc.docx,2,0,1,passed,,1,1.0,1,1.0,1,0,0,0,0,0,0,0,1.0,1,0,,1.0,0,0,5.139,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1
filter_full,real_explicit_filter_19,real_explicit_filter_19,explicit_filter,explicit_filter,hard,price_2023_01,price_2023_01,,canonical,test,explicit_filter,explicit_filter,year | document_type | source | project_name,single,1,0,ANSWER_WITH_CITATIONS,"Trong hồ sơ market report năm 2023, nguồn Vinhomes Market và nguồn công khai, Grand Park - Glory Heights – căn hộ có giá bao nhiêu?",Vinhomes_Gia_Nha_2023.docx,Vinhomes_Gia_Nha_2023.docx,1,0,1,passed,,1,1.0,1,1.0,1,0,0,0,0,0,0,0,1.0,1,0,,1.0,0,0,4.463,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1
filter_full,real_explicit_filter_20,real_explicit_filter_20,explicit_filter,explicit_filter,hard,price_2024_01,price_2024_01,,conversational,test,explicit_filter,explicit_filter,year | document_type | source | project_name,single,1,0,ANSWER_WITH_CITATIONS,"Cho mình hỏi: trong hồ sơ market report năm 2024, nguồn Vinhomes Market và nguồn công khai, Royal Island - Đơn lập 230–350m² có giá bao nhiêu?",Vinhomes_Gia_Nha_2024.docx,Vinhomes_Gia_Nha_2024.docx,1,0,1,passed,,1,1.0,1,1.0,1,0,0,0,0,0,0,0,1.0,1,0,,1.0,0,0,4.107,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1
filter_full,real_explicit_filter_21,real_explicit_filter_21,explicit_filter,explicit_filter,hard,price_2025_01,price_2025_01,,concise,test,explicit_filter,explicit_filter,year | document_type | source | project_name,single,1,0,ANSWER_WITH_CITATIONS,"Cần xác minh: Trong hồ sơ market report năm 2025, nguồn Vinhomes Market và nguồn công khai, Wonder City - Hừng Đông – bình quân all-in có giá bao nhiêu?",Vinhomes_Gia_Nha_2025.docx,Vinhomes_Gia_Nha_2025.docx,1,0,1,passed,,1,1.0,1,1.0,1,0,0,0,0,0,0,0,1.0,1,0,,1.0,0,0,4.381,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1
filter_full,real_explicit_filter_22,real_explicit_filter_22,explicit_filter,explicit_filter,hard,price_2026_01,price_2026_01,,no_accents,test,explicit_filter,explicit_filter,year | document_type | source | project_name,single,1,0,ANSWER_WITH_CITATIONS,"Trong ho so market report nam 2026, nguon Vinhomes Market va nguon cong khai, Sai Gon Park - Nha pho 50m² xay tho sau co gia bao nhieu?",Vinhomes_Gia_Nha_2026.docx,Vinhomes_Gia_Nha_2026.docx,1,0,1,passed,,1,1.0,1,1.0,1,0,0,0,0,0,0,0,1.0,1,0,,1.0,0,0,4.357,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1
filter_full,real_explicit_filter_23,real_explicit_filter_23,explicit_filter,explicit_filter,hard,price_2023_02,price_2023_02,,abbreviated,test,explicit_filter,explicit_filter,year | document_type | source | project_name,single,1,0,ANSWER_WITH_CITATIONS,"Trong hồ sơ market report năm 2023, nguồn VH Market và nguồn công khai, Grand Park - Căn hộ – mặt bằng tham khảo có giá bao nhiêu?",Vinhomes_Gia_Nha_2023.docx,Vinhomes_Gia_Nha_2023.docx,1,0,1,passed,,1,1.0,1,1.0,1,0,0,0,0,0,0,0,1.0,1,0,,1.0,0,0,4.012,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1
filter_full,real_explicit_filter_24,real_explicit_filter_24,explicit_filter,explicit_filter,hard,price_2024_02,price_2024_02,,light_typo,test,explicit_filter,explicit_filter,year | document_type | source | project_name,single,1,0,ANSWER_WITH_CITATIONS,"Trong ho sơ market report năm 2024, nguồn Vinhomes Market và nguồn công khai, Royal Island - Song lập 170–280m² có giá bao nhiêu?",Vinhomes_Gia_Nha_2024.docx,Vinhomes_Gia_Nha_2024.docx,1,0,1,passed,,1,1.0,1,1.0,1,0,0,0,0,0,0,0,1.0,1,0,,1.0,0,0,4.511,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1
filter_full,real_explicit_filter_25,real_explicit_filter_25,explicit_filter,explicit_filter,hard,price_2025_02,price_2025_02,,canonical,test,explicit_filter,explicit_filter,year | document_type | source | project_name,single,1,0,ANSWER_WITH_CITATIONS,"Trong hồ sơ market report năm 2025, nguồn Vinhomes Market và nguồn công khai, Wonder City - Đơn lập Hừng Đông có giá bao nhiêu?",Vinhomes_Gia_Nha_2025.docx,Vinhomes_Gia_Nha_2025.docx,1,0,1,passed,,1,1.0,1,1.0,1,0,0,0,0,0,0,0,1.0,1,0,,1.0,0,0,4.547,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1
filter_full,real_explicit_filter_26,real_explicit_filter_26,explicit_filter,explicit_filter,hard,price_2026_02,price_2026_02,,conversational,test,explicit_filter,explicit_filter,year | document_type | source | project_name,single,1,0,ANSWER_WITH_CITATIONS,"Cho mình hỏi: trong hồ sơ market report năm 2026, nguồn Vinhomes Market và nguồn công khai, Sài Gòn Park - Nhà phố 60m² xây thô sau có giá bao nhiêu?",Vinhomes_Gia_Nha_2026.docx,Vinhomes_Gia_Nha_2026.docx,1,0,1,passed,,1,1.0,1,1.0,1,0,0,0,0,0,0,0,1.0,1,0,,1.0,0,0,5.232,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1
filter_full,real_explicit_filter_27,real_explicit_filter_27,explicit_filter,explicit_filter,hard,price_2023_03,price_2023_03,,concise,test,explicit_filter,explicit_filter,year | document_type | source | project_name,single,1,0,ANSWER_WITH_CITATIONS,"Cần xác minh: Trong hồ sơ market report năm 2023, nguồn Vinhomes Market và nguồn công khai, Grand Park - Studio / 1PN / 2PN / 3PN có giá bao nhiêu?",Vinhomes_Gia_Nha_2023.docx,Vinhomes_Gia_Nha_2023.docx,1,0,1,passed,,1,1.0,1,1.0,1,0,0,0,0,0,0,0,1.0,1,0,,1.0,0,0,4.543,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,1
