"mode","test_id","query_id","category","query_type","difficulty","scenario_id","evidence_fact_ids","permission_pair_id","query_style","split","primary_slice","benchmark_slices","required_metadata_fields","target_type","answerable","is_table_structured","expected_response_class","query","expected_document_title","top1_document_title","result_count","empty_result","filter_preflight_pass","filter_preflight_status","skipped_metadata_filter_fields","first_hit_rank","mrr_at_max_k","evidence_group_count","evidence_group_coverage_at_max_k","all_evidence_groups_at_max_k","null_rejection_at_max_k","permission_leak_at_max_k","permission_safe_at_max_k","protected_hit_count_at_max_k","sensitive_term_leak_at_max_k","forbidden_document_citation_at_max_k","permission_allowed_hit_at_max_k","required_document_coverage_at_max_k","all_required_documents_at_max_k","table_structured_hit_at_max_k","page_hit","term_hit_rate_at_max_k","top1_forbidden","top1_mojibake","latency_ms","hit_at_1","term_hit_rate_at_1","evidence_group_coverage_at_1","all_evidence_groups_at_1","null_rejection_at_1","permission_leak_at_1","protected_hit_count_at_1","sensitive_term_leak_at_1","forbidden_document_citation_at_1","permission_safe_at_1","permission_allowed_hit_at_1","required_document_coverage_at_1","all_required_documents_at_1","table_structured_hit_at_1","success_at_1","hit_at_3","term_hit_rate_at_3","evidence_group_coverage_at_3","all_evidence_groups_at_3","null_rejection_at_3","permission_leak_at_3","protected_hit_count_at_3","sensitive_term_leak_at_3","forbidden_document_citation_at_3","permission_safe_at_3","permission_allowed_hit_at_3","required_document_coverage_at_3","all_required_documents_at_3","table_structured_hit_at_3","success_at_3","hit_at_5","term_hit_rate_at_5","evidence_group_coverage_at_5","all_evidence_groups_at_5","null_rejection_at_5","permission_leak_at_5","protected_hit_count_at_5","sensitive_term_leak_at_5","forbidden_document_citation_at_5","permission_safe_at_5","permission_allowed_hit_at_5","required_document_coverage_at_5","all_required_documents_at_5","table_structured_hit_at_5","success_at_5","hit_at_10","term_hit_rate_at_10","evidence_group_coverage_at_10","all_evidence_groups_at_10","null_rejection_at_10","permission_leak_at_10","protected_hit_count_at_10","sensitive_term_leak_at_10","forbidden_document_citation_at_10","permission_safe_at_10","permission_allowed_hit_at_10","required_document_coverage_at_10","all_required_documents_at_10","table_structured_hit_at_10","success_at_10"
"ctx_a_chunk_only","real_content_only_11","real_content_only_11","content_only","content_only","easy","utility_p18","utility_p18","","abbreviated","test","content_only","content_only","","single","1","0","ANSWER_WITH_CITATIONS","Ở Gia Lâm, Hà Nội, DA quy mô 420 ha này có điểm nổi bật nào và thông tin nào còn cần xác minh?","Vinhomes_Tien_Ich_Toan_Quoc.docx","Vinhomes_Tien_Ich_Toan_Quoc.docx","10","0","1","passed","","1","1.0","1","1.0","1","0","0","0","0","0","0","0","1.0","1","0","","1.0","0","0","31.588","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1"
"ctx_a_chunk_only","real_content_only_12","real_content_only_12","content_only","content_only","easy","utility_p03","utility_p03","","light_typo","test","content_only","content_only","","single","1","0","ANSWER_WITH_CITATIONS","O Nha Trang, Khánh Hòa, dự án quy mô 33.800 m²; 870 căn này có điểm nổi bật nào và thông tin nào còn cần xác minh?","Vinhomes_Tien_Ich_Toan_Quoc.docx","Vinhomes_Tien_Ich_Toan_Quoc.docx","10","0","1","passed","","1","1.0","1","1.0","1","0","0","0","0","0","0","0","1.0","1","0","","1.0","0","0","31.379","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1"
"ctx_a_chunk_only","real_content_only_13","real_content_only_13","content_only","content_only","easy","utility_p05","utility_p05","","canonical","test","content_only","content_only","","single","1","0","ANSWER_WITH_CITATIONS","Ở Đà Nẵng, dự án quy mô 512,161 ha này có điểm nổi bật nào và thông tin nào còn cần xác minh?","Vinhomes_Tien_Ich_Toan_Quoc.docx","Vinhomes_Tien_Ich_Toan_Quoc.docx","10","0","1","passed","","1","1.0","1","1.0","1","0","0","0","0","0","0","0","1.0","1","0","","1.0","0","0","31.546","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1"
"ctx_a_chunk_only","real_content_only_14","real_content_only_14","content_only","content_only","easy","utility_p10","utility_p10","","conversational","test","content_only","content_only","","single","1","0","ANSWER_WITH_CITATIONS","Cho mình hỏi: ở Quảng Trị, dự án quy mô 132.000 m²; 523 căn này có điểm nổi bật nào và thông tin nào còn cần xác minh?","Vinhomes_Tien_Ich_Toan_Quoc.docx","Vinhomes_Tien_Ich_Toan_Quoc.docx","10","0","1","passed","","1","1.0","1","1.0","1","0","0","0","0","0","0","0","1.0","1","0","","1.0","0","0","33.22","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1"
"ctx_a_chunk_only","real_content_only_15","real_content_only_15","content_only","content_only","easy","utility_p01","utility_p01","","concise","test","content_only","content_only","","single","1","0","ANSWER_WITH_CITATIONS","Cần xác minh: Ở Hóc Môn, TP.HCM, dự án quy mô 1.080 ha này có điểm nổi bật nào và thông tin nào còn cần xác minh?","Vinhomes_Tien_Ich_Toan_Quoc.docx","Vinhomes_Tien_Ich_Toan_Quoc.docx","10","0","1","passed","","1","1.0","1","1.0","1","0","0","0","0","0","0","0","1.0","1","0","","1.0","0","0","31.567","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1"
"ctx_a_chunk_only","real_content_only_16","real_content_only_16","content_only","content_only","easy","utility_p06","utility_p06","","no_accents","test","content_only","content_only","","single","1","0","ANSWER_WITH_CITATIONS","O Can Gio, TP.HCM, du an quy mo 2.870 ha nay co diem noi bat nao va thong tin nao con can xac minh?","Vinhomes_Tien_Ich_Toan_Quoc.docx","Vinhomes_Tien_Ich_Toan_Quoc.docx","10","0","1","passed","","3","0.3333333333333333","1","1.0","1","0","0","0","0","0","0","0","1.0","1","0","","1.0","0","0","32.957","0","0.5","0.0","0","0","0","0","0","0","0","0","1.0","1","0","0","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1"
"ctx_a_chunk_only","real_content_only_17","real_content_only_17","content_only","content_only","easy","utility_p08","utility_p08","","abbreviated","test","content_only","content_only","","single","1","0","ANSWER_WITH_CITATIONS","Ở Long An, DA quy mô 197,218 ha; 4.572 căn này có điểm nổi bật nào và thông tin nào còn cần xác minh?","Vinhomes_Tien_Ich_Toan_Quoc.docx","Vinhomes_Tien_Ich_Toan_Quoc.docx","10","0","1","passed","","1","1.0","1","1.0","1","0","0","0","0","0","0","0","1.0","1","0","","1.0","0","0","31.382","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1"
"ctx_a_chunk_only","real_content_only_18","real_content_only_18","content_only","content_only","easy","utility_p17","utility_p17","","light_typo","test","content_only","content_only","","single","1","0","ANSWER_WITH_CITATIONS","O TP. Thủ Đức, TP.HCM, dự án quy mô 271 ha; 44.000 căn này có điểm nổi bật nào và thông tin nào còn cần xác minh?","Vinhomes_Tien_Ich_Toan_Quoc.docx","Vinhomes_Tien_Ich_Toan_Quoc.docx","10","0","1","passed","","1","1.0","1","1.0","1","0","0","0","0","0","0","0","1.0","1","0","","1.0","0","0","32.92","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1"
"ctx_a_chunk_only","real_content_only_19","real_content_only_19","content_only","content_only","easy","price_2023_01","price_2023_01 | year_2023","","canonical","test","content_only","content_only","","single","1","0","ANSWER_WITH_CITATIONS","Grand Park, sản phẩm Glory Heights – căn hộ có mức giá ghi nhận bao nhiêu?","Vinhomes_Gia_Nha_2023.docx","Vinhomes_Gia_Nha_2023.docx","10","0","1","passed","","1","1.0","1","1.0","1","0","0","0","0","0","0","0","1.0","1","0","","1.0","0","0","33.163","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1"
"ctx_a_chunk_only","real_content_only_20","real_content_only_20","content_only","content_only","easy","price_2024_01","price_2024_01 | year_2024","","conversational","test","content_only","content_only","","single","1","0","ANSWER_WITH_CITATIONS","Cho mình hỏi: royal Island, sản phẩm Đơn lập 230–350m² có mức giá ghi nhận bao nhiêu?","Vinhomes_Gia_Nha_2024.docx","Vinhomes_Gia_Nha_2024.docx","10","0","1","passed","","1","1.0","1","1.0","1","0","0","0","0","0","0","0","1.0","1","0","","1.0","0","0","30.787","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1"
"ctx_a_chunk_only","real_content_only_21","real_content_only_21","content_only","content_only","easy","price_2025_01","price_2025_01 | year_2025","","concise","test","content_only","content_only","","single","1","0","ANSWER_WITH_CITATIONS","Cần xác minh: Wonder City, sản phẩm Hừng Đông – bình quân all-in có mức giá ghi nhận bao nhiêu?","Vinhomes_Gia_Nha_2025.docx","Vinhomes_Gia_Nha_2025.docx","10","0","1","passed","","1","1.0","1","1.0","1","0","0","0","0","0","0","0","1.0","1","0","","1.0","0","0","32.265","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1"
"ctx_a_chunk_only","real_content_only_22","real_content_only_22","content_only","content_only","easy","price_2026_01","price_2026_01 | year_2026","","no_accents","test","content_only","content_only","","single","1","0","ANSWER_WITH_CITATIONS","Sai Gon Park, san pham Nha pho 50m² xay tho sau co muc gia ghi nhan bao nhieu?","Vinhomes_Gia_Nha_2026.docx","Vinhomes_Gia_Nha_2026.docx","10","0","1","passed","","1","1.0","1","1.0","1","0","0","0","0","0","0","0","1.0","1","0","","1.0","0","0","33.198","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1"
"ctx_a_chunk_only","real_content_only_23","real_content_only_23","content_only","content_only","easy","summary_2023_01","summary_2023_01","","abbreviated","test","content_only","content_only","","single","1","0","ANSWER_WITH_CITATIONS","Chỉ báo 'Khoảng căn hộ ghi nhận' có mức ghi nhận và cách đọc như thế nào?","Vinhomes_Gia_Nha_2023.docx","Vinhomes_Gia_Nha_2023.docx","10","0","1","passed","","1","1.0","1","1.0","1","0","0","0","0","0","0","0","1.0","1","0","","1.0","0","0","33.431","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1"
"ctx_a_chunk_only","real_content_only_24","real_content_only_24","content_only","content_only","easy","summary_2024_01","summary_2024_01","","light_typo","test","content_only","content_only","","single","1","0","ANSWER_WITH_CITATIONS","Chi báo 'Căn hộ đại đô thị Hà Nội' có mức ghi nhận và cách đọc như thế nào?","Vinhomes_Gia_Nha_2024.docx","Vinhomes_Gia_Nha_2024.docx","10","0","1","passed","","1","1.0","1","1.0","1","0","0","0","0","0","0","0","1.0","1","0","","1.0","0","0","33.304","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1"
"ctx_a_chunk_only","real_content_only_25","real_content_only_25","content_only","content_only","easy","summary_2025_01","summary_2025_01","","canonical","test","content_only","content_only","","single","1","0","ANSWER_WITH_CITATIONS","Chỉ báo 'Wonder City – khảo sát' có mức ghi nhận và cách đọc như thế nào?","Vinhomes_Gia_Nha_2025.docx","Vinhomes_Gia_Nha_2025.docx","10","0","1","passed","","1","1.0","1","1.0","1","0","0","0","0","0","0","0","1.0","1","0","","1.0","0","0","32.902","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1"
"ctx_a_chunk_only","real_content_only_26","real_content_only_26","content_only","content_only","easy","summary_2026_01","summary_2026_01","","conversational","test","content_only","content_only","","single","1","0","ANSWER_WITH_CITATIONS","Cho mình hỏi: chỉ báo 'Dự án mới – mức khởi điểm' có mức ghi nhận và cách đọc như thế nào?","Vinhomes_Gia_Nha_2026.docx","Vinhomes_Gia_Nha_2026.docx","10","0","1","passed","","1","1.0","1","1.0","1","0","0","0","0","0","0","0","1.0","1","0","","1.0","0","0","32.192","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1"
"ctx_a_chunk_only","real_content_only_27","real_content_only_27","content_only","content_only","easy","plan_evidence_09_cluster_capital","plan_evidence_09_cluster_capital","","concise","test","content_only","content_only","","single","1","0","ANSWER_WITH_CITATIONS","Cần xác minh: Cụm Vùng Thủ đô gồm những dự án nào và ưu tiên triển khai gì?","Vinhomes_Ke_Hoach_Xay_Dung_Trien_Khai.docx","Vinhomes_Ke_Hoach_Xay_Dung_Trien_Khai.docx","10","0","1","passed","","1","1.0","1","1.0","1","0","0","0","0","0","0","0","1.0","1","0","","1.0","0","0","32.097","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1"
"ctx_a_chunk_only","real_content_only_28","real_content_only_28","content_only","content_only","easy","plan_evidence_10_cluster_northeast","plan_evidence_10_cluster_northeast","","no_accents","test","content_only","content_only","","single","1","0","ANSWER_WITH_CITATIONS","Cum Hai Phong–Quang Ninh tap trung vao cac du an va trong tam nao?","Vinhomes_Ke_Hoach_Xay_Dung_Trien_Khai.docx","Vinhomes_Ke_Hoach_Xay_Dung_Trien_Khai.docx","10","0","1","passed","","1","1.0","1","1.0","1","0","0","0","0","0","0","0","1.0","1","0","","1.0","0","0","36.4","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1","1","1.0","1.0","1","0","0","0","0","0","0","0","1.0","1","0","1"
